	elf	EIN	tax_pd	subseccd	s501c3or4947a1cd	schdbind	politicalactvtscd	lbbyingactvtscd	subjto6033cd	dnradvisedfundscd	prptyintrcvdcd	maintwrkofartcd	crcounselingqstncd	hldassetsintermpermcd	rptlndbldgeqptcd	rptinvstothsecd	rptinvstprgrelcd	rptothasstcd	rptothliabcd	sepcnsldtfinstmtcd	sepindaudfinstmtcd	inclinfinstmtcd	operateschools170cd	frgnofficecd	frgnrevexpnscd	frgngrntscd	frgnaggragrntscd	rptprofndrsngfeescd	rptincfnndrsngcd	rptincgamingcd	operatehosptlcd	hospaudfinstmtcd	rptgrntstogovtcd	rptgrntstoindvcd	rptyestocompnstncd	txexmptbndcd	invstproceedscd	maintescrwaccntcd	actonbehalfcd	engageexcessbnftcd	awarexcessbnftcd	loantofficercd	grantoofficercd	dirbusnreltdcd	fmlybusnreltdcd	servasofficercd	recvnoncashcd	recvartcd	ceaseoperationscd	sellorexchcd	ownsepentcd	reltdorgcd	intincntrlcd	orgtrnsfrcd	conduct5percentcd	compltschocd	f1096cnt	fw2gcnt	wthldngrulescd	noemplyeesw3cnt	filerqrdrtnscd	unrelbusinccd	filedf990tcd	frgnacctcd	prohibtdtxshltrcd	prtynotifyorgcd	filedf8886tcd	solicitcntrbcd	exprstmntcd	providegoodscd	notfydnrvalcd	filedf8282cd	f8282cnt	fndsrcvdcd	premiumspaidcd	filedf8899cd	filedf1098ccd	excbushldngscd	s4966distribcd	distribtodonorcd	initiationfees	grsrcptspublicuse	grsincmembers	grsincother	filedlieuf1041cd	txexmptint	qualhlthplncd	qualhlthreqmntn	qualhlthonhnd	rcvdpdtngcd	filedf720cd	totreprtabled	totcomprelatede	totestcompf	noindiv100kcnt	nocontractor100kcnt	totcntrbgfts	prgmservcode2acd	totrev2acola	prgmservcode2bcd	totrev2bcola	prgmservcode2ccd	totrev2ccola	prgmservcode2dcd	totrev2dcola	prgmservcode2ecd	totrev2ecola	totrev2fcola	totprgmrevnue	invstmntinc	txexmptbndsproceeds	royaltsinc	grsrntsreal	grsrntsprsnl	rntlexpnsreal	rntlexpnsprsnl	rntlincreal	rntlincprsnl	netrntlinc	grsalesecur	grsalesothr	cstbasisecur	cstbasisothr	gnlsecur	gnlsothr	netgnls	grsincfndrsng	lessdirfndrsng	netincfndrsng	grsincgaming	lessdirgaming	netincgaming	grsalesinvent	lesscstofgoods	netincsales	miscrev11acd	miscrevtota	miscrev11bcd	miscrevtot11b	miscrev11ccd	miscrevtot11c	miscrevtot11d	miscrevtot11e	totrevenue	grntstogovt	grnsttoindiv	grntstofrgngovt	benifitsmembrs	compnsatncurrofcr	compnsatnandothr	othrsalwages	pensionplancontrb	othremplyeebenef	payrolltx	feesforsrvcmgmt	legalfees	accntingfees	feesforsrvclobby	profndraising	feesforsrvcinvstmgmt	feesforsrvcothr	advrtpromo	officexpns	infotech	royaltsexpns	occupancy	travel	travelofpublicoffcl	converconventmtng	interestamt	pymtoaffiliates	deprcatndepletn	insurance	othrexpnsa	othrexpnsb	othrexpnsc	othrexpnsd	othrexpnse	othrexpnsf	totfuncexpns	nonintcashend	svngstempinvend	pldgegrntrcvblend	accntsrcvblend	currfrmrcvblend	rcvbldisqualend	notesloansrcvblend	invntriesalesend	prepaidexpnsend	lndbldgsequipend	invstmntsend	invstmntsothrend	invstmntsprgmend	intangibleassetsend	othrassetsend	totassetsend	accntspayableend	grntspayableend	deferedrevnuend	txexmptbndsend	escrwaccntliabend	paybletoffcrsend	secrdmrtgsend	unsecurednotesend	othrliabend	totliabend	unrstrctnetasstsend	temprstrctnetasstsend	permrstrctnetasstsend	capitalstktrstend	paidinsurplusend	retainedearnend	totnetassetend	totnetliabastend	nonpfrea	totnooforgscnt	totsupport	gftgrntsrcvd170	txrevnuelevied170	srvcsval170	pubsuppsubtot170	exceeds2pct170	pubsupplesspct170	samepubsuppsubtot170	grsinc170	netincunreltd170	othrinc170	totsupp170	grsrcptsrelated170	totgftgrntrcvd509	grsrcptsadmissn509	grsrcptsactivities509	txrevnuelevied509	srvcsval509	pubsuppsubtot509	rcvdfrmdisqualsub509	exceeds1pct509	subtotpub509	pubsupplesub509	samepubsuppsubtot509	grsinc509	unreltxincls511tx509	subtotsuppinc509	netincunrelatd509	othrinc509	totsupp509
278049	N	60969831	201506	3	Y	Y	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	1	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	11000	74800	0	0	0	45641	611710	53600	611710	6000	0	0	0	0	0	0	0	59600	34675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900001	9428	0	0	0	0	0	9428	149344	94405	0	0	0	0	0	0	0	0	0	0	0	10390	0	0	9237	0	0	370	0	0	0	0	0	356	0	0	0	1431	7801	0	0	0	0	0	123990	7334	116033	0	40584	0	0	0	0	0	0	1682103	0	0	0	625	1846679	0	0	0	0	0	0	0	0	0	0	192978	520501	1133200	0	0	0	1846679	1846679	5	0	0	406850	0	0	406850	0	406850	406850	167129	0	0	573979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279318	N	943079004	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	14400	0	0	0	0	91423	0	59044	0	2995	0	88	0	0	0	0	0	62127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153550	0	0	0	0	14400	0	0	0	0	60	4873	0	87530	0	0	0	0	0	2693	1349	0	0	420	0	0	0	0	0	930	9964	0	3360	0	0	0	125579	172211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172211	0	0	0	0	0	0	0	0	0	0	0	0	0	172211	0	0	172211	172211	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279662	N	472602588	201512	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	Y	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	5168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2194	450	450	70	0	0	3164	2104	0	0	0	0	0	0	6700	0	0	0	0	0	0	0	8804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8804	8804	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280056	N	550839353	201506	3	Y	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	2	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	257731	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	621500	0	5047526	0	0	0	0	0	0	0	0	0	0	13104838	0	5236533	0	7868305	7868305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12915831	434666	0	0	0	257731	0	0	0	9903	18322	0	400	17985	0	0	0	0	0	19	0	0	0	375	0	0	0	0	0	0	851746	109557	5366	20	0	0	1706090	21686125	21254789	0	0	0	0	0	0	0	0	0	42923892	0	0	0	85864806	199848	0	0	0	0	0	0	0	0	199848	0	0	0	0	0	85664958	85664958	85864806	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282101	N	341367865	201506	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621110	-20	0	0	0	0	0	-20	-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	40	16612	0	0	0	0	0	0	0	0	0	0	0	0	0	478	17090	0	0	0	0	0	0	0	0	15445	15445	1645	0	0	0	0	0	1645	17090	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283490	N	541988364	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	26000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124221	0	26000	0	0	0	0	0	6000	12000	8000	0	0	0	0	7000	15000	8000	0	40000	20000	0	9000	0	0	0	1000	0	0	0	0	33000	0	309221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284093	N	952018113	201507	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	25990	0	0	0	0	0	0	0	0	0	0	0	0	195491	0	0	0	0	0	0	0	0	0	565525	0	538704	0	26821	0	26821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248303	228921	0	0	0	0	0	0	0	0	0	0	3956	15282	0	0	37094	0	0	0	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	285693	0	416192	0	0	0	0	0	0	0	0	3099852	165808	0	0	0	3681852	0	0	0	0	0	0	0	0	0	0	0	0	0	1353818	0	2328033	3681852	3681852	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284328	N	953810143	201510	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	392	449	73	95	465	0	4401	10385	2966	0	0	0	0	0	0	0	1281	0	0	0	0	8470	23102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23102	23102	23102	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284368	N	954271815	201508	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	603408	11980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284636	N	237413341	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4939	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	6939	0	671294	0	0	0	0	0	0	0	0	0	0	0	0	0	671294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671294	671294	671297	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284660	N	10682614	201406	3	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98110	0	50000	0	48110	0	48110	0	0	0	0	0	0	0	0	0	0	1625000	0	0	0	0	0	1625000	1673110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950911	36063	6173	2791	1512	0	997450	447630	0	0	0	0	0	0	0	12158	0	0	2341835	0	3193912	0	5995535	9898750	0	0	0	0	0	0	5539909	0	15438659	-9443124	0	0	0	0	0	-9443124	5995535	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284661	N	10682614	201306	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89215	0	89250	0	-35	0	-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4649	0	0	0	0	0	0	0	0	0	0	0	0	390000	24420	7603	5000	9936	0	441608	126113	0	0	0	0	0	0	0	0	0	2391835	0	0	3193912	0	5711860	9898750	0	0	0	0	0	0	5931894	0	15830644	-10118784	0	0	0	0	0	-10118784	5711860	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284739	N	581274394	201506	3	Y	Y	N	N	N	N	N	N	N	Y	Y	N	N	Y	Y	Y	N	Y	N	N	N	N	N	N	Y	N	N	N	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	11	0	Y	0	N	N	N	N	N	N	N	N	N	Y	Y	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	590176	531190	1038062	900099	162676	0	0	0	0	0	0	0	1200738	288820	0	14965	65544	0	22697	0	42847	0	42847	0	0	0	0	0	0	0	116242	39353	76889	0	0	0	0	0	0	900099	883	0	0	0	0	0	883	2215318	740904	371725	0	0	0	0	0	0	0	0	80000	4784	62401	0	0	22258	23750	0	26998	3390	0	0	8595	0	46519	711062	0	1458	0	98427	27221	17649	0	0	0	2247141	28132	1148693	74007	0	0	0	0	0	0	1195098	8696702	0	0	0	24402605	35545237	0	0	0	25248803	0	0	891987	0	1839120	27979910	1945109	2158261	3461957	0	0	0	7565327	35545237	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284749	N	931228170	201506	3	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	N	N	N	Y	0	0	Y	0	N	N	N	N	N	N	N	N	N	Y	Y	N	0	N	N	Y	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	139863	0	0	0	0	0	0	0	0	0	0	0	0	12639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9617	9216	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152903	94066	28783	0	0	0	0	0	0	0	0	0	0	0	0	2250	0	565	125	2398	0	0	0	0	0	3218	0	0	0	2953	371	445	267	0	0	0	135441	163896	0	0	5000	0	0	0	0	0	0	117198	0	0	0	32760	318854	1088	0	0	0	0	0	0	0	0	10888	12481	152602	142883	0	0	0	307966	318855	5	0	0	291776	0	257071	548847	67059	481788	553847	24080	0	30547	608474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285246	N	363998970	201512	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	192305	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1835	0	0	0	0	0	0	0	0	0	0	0	0	1025	0	0	0	85	0	1027	0	0	0	2579	0	0	0	0	142	0	192305	3236	60	0	0	0	200459	0	78064	0	0	0	0	0	0	0	214	0	0	0	0	0	78278	0	0	0	0	0	0	0	0	0	0	78278	0	0	0	0	0	78278	78278	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285332	N	237320719	201506	3	Y	Y	N	Y	N	N	N	N	N	Y	N	N	N	N	Y	N	Y	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	Y	Y	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	17802084	0	0	0	0	0	0	0	0	0	0	0	0	1398996	0	0	0	0	0	0	0	0	0	8601943	0	8276008	0	325935	0	325935	427162	253268	173894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19700909	1840891	0	0	0	0	0	0	0	0	0	0	410	18841	100000	0	0	0	0	0	0	0	0	2247	0	5383	0	0	0	5640	4665360	24122	20536	20000	2636	0	6706066	0	2951493	9891888	0	0	0	0	0	67500	0	45499761	3030179	0	0	724216	62165037	0	0	0	0	0	0	0	0	1293830	1293830	259177	46202837	14409193	0	0	0	60871207	62165037	5	0	0	39099844	0	0	39099844	12899427	26200417	39099844	4399767	7470459	0	50970070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285370	N	431581381	201509	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	0	0	N	7	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	45475	1015774	15000	0	0	309012	0	49953	0	0	0	0	0	0	0	0	0	49953	5652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13188	0	0	0	0	0	13188	377805	10702	2000	0	0	45475	0	146679	0	0	20215	0	2375	7237	0	0	0	122214	0	1370	0	0	0	13146	0	1490	0	0	0	3405	88914	27627	2805	2585	3354	0	501593	0	107759	0	148605	0	0	0	0	0	0	450000	0	0	0	0	706364	35914	0	0	0	0	0	0	0	58358	94272	564666	47426	0	0	0	0	612092	706364	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285796	N	274160161	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286095	N	311368278	201506	3	Y	Y	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	Y	Y	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	340869	0	0	0	173346	0	0	0	0	0	0	0	0	0	0	0	0	-427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298898	298898	471817	0	0	0	0	0	0	216411	0	0	0	0	0	0	0	0	0	0	0	12499	0	0	0	31682	0	0	0	0	36525	0	0	0	0	0	273358	0	570468	384546	528183	166860	0	0	0	0	0	0	1383581	98730	0	0	0	0	2561900	66512	0	0	0	0	0	0	0	0	66512	2495388	0	0	0	0	0	2495388	2561900	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286265	N	510176990	201506	3	Y	Y	N	N	N	N	N	N	N	Y	Y	N	N	N	Y	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	N	Y	40	0	Y	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	Y	N	N	N	0	0	0	0	N	0	N	0	0	N	N	18000	0	0	0	0	1917433	900099	992180	900099	95746	0	0	0	0	0	0	0	1087926	401318	0	0	0	0	0	0	0	0	0	19122345	0	18993838	0	128507	0	128507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3535184	0	848078	0	0	0	0	0	0	0	0	78000	48930	18700	0	0	0	185180	13429	20073	0	0	0	14602	0	0	1028353	0	392802	116807	384172	266405	221982	187996	322051	0	4147560	424667	260306	30225	9969	0	0	0	0	0	8394847	18835971	0	0	0	905	27956890	8737434	0	0	14435000	0	0	1140488	0	49205	24362127	-11135569	3303361	11426971	0	0	0	3594763	27956890	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286384	N	581884294	201412	3	Y	Y	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	337667	0	0	0	0	0	0	0	0	0	0	0	0	44877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382544	0	0	0	0	0	0	0	0	0	0	0	0	6500	0	0	50095	0	0	5226	2518	0	0	0	0	0	0	0	0	1699	74287	9849	1000	0	0	0	151174	447995	0	0	0	0	0	0	0	0	51498	7423595	0	0	0	2490	7925578	0	0	0	0	0	0	0	0	0	0	1323001	6602577	0	0	0	0	7925578	7925578	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286696	N	381554664	201506	3	Y	Y	N	N	N	N	N	N	N	Y	Y	Y	N	Y	Y	N	Y	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	N	N	N	Y	51	0	Y	0	N	N	N	N	N	N	N	Y	Y	Y	Y	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	20232591	518210	48000	0	0	0	0	0	0	0	0	0	48000	2060624	0	0	0	0	0	0	0	0	0	33003073	0	28740640	0	4262433	0	4262433	0	0	0	0	0	0	0	0	0	900099	83737	0	0	0	0	0	83737	26687385	18231071	0	0	0	0	0	0	0	0	0	0	0	21000	0	0	509280	449283	0	24013	17895	0	151896	9300	0	131	0	0	0	19738	21385	54745	23913	6900	15237	0	19555787	15074	2249034	4583091	0	0	0	0	0	55658	0	95279410	21789072	0	0	6924089	130895429	491828	0	0	0	0	0	0	0	5346834	5838662	2081320	42289305	80686142	0	0	0	125056767	130895429	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
